order_id,order_date,product_category,region,quarter,units_sold,customer_segment,unit_price,revenue
ORD-12380,2025-10-21,Clothing,South,Q4,15.0,Consumer,15.97,239.55
ORD-12381,2025-03-01,Sports,West,Q1,9.0,Corporate,23.259999999999998,209.34
ORD-12382,2025-03-16,Clothing,Mountain,Q1,10.0,Corporate,14.1,141.0
ORD-12383,2025-10-20,Clothing,New England,Q4,6.0,Corporate,13.99,83.94
ORD-12384,2025-02-22,Home & Kitchen,West,Q1,9.0,Consumer,30.31,272.79
ORD-12385,2025-03-21,Books,West,Q1,6.0,Consumer,5.36,32.16
ORD-12386,2025-06-02,Home & Kitchen,West,Q2,19.0,Consumer,47.6,904.4
ORD-12387,2025-05-27,Books,Northeast,Q2,5.0,Consumer,6.640000000000001,33.2
ORD-12388,2025-07-29,Sports,Southeast,Q3,12.0,Consumer,28.15,337.8
ORD-12389,2025-01-01,Sports,Northeast,Q1,12.0,Consumer,24.040000000000003,288.48
ORD-12390,2025-12-21,Clothing,South,Q4,15.0,Home Office,14.33,214.95
ORD-12391,2025-11-28,Clothing,Southeast,Q4,14.0,Corporate,11.04,154.56
ORD-12392,2025-06-03,Electronics,Northeast,Q2,5.0,Consumer,141.91,709.55
ORD-12393,2025-06-25,Books,Midwest,Q2,17.0,Corporate,6.82,115.94
ORD-12394,2025-06-11,Books,South,Q2,7.0,Corporate,5.57,38.99
ORD-12395,2025-09-09,Beauty,Midwest,Q3,14.0,Consumer,9.95,139.3
ORD-12396,2025-03-30,Clothing,Mid-Atlantic,Q1,6.0,Consumer,11.64,69.84
ORD-12397,2025-02-13,Electronics,Northeast,Q1,20.0,Consumer,161.7,3234.0
ORD-12398,2025-11-17,Books,Northeast,Q4,11.0,Corporate,6.49,71.39
ORD-12399,2025-06-14,Electronics,Northeast,Q2,6.0,Consumer,141.33,847.98
ORD-12400,2025-04-15,Sports,Mountain,Q2,15.0,Consumer,21.69,325.35
ORD-12401,2025-11-04,Clothing,,Q4,5.0,Consumer,11.35,56.75
ORD-12402,2025-07-23,Clothing,Northeast,Q3,7.0,Corporate,13.01,91.07
ORD-12403,2025-05-23,Sports,West,Q2,6.0,Corporate,27.62,165.72
ORD-12404,2025-08-14,Electronics,Midwest,Q3,3.0,Consumer,134.61,403.83
ORD-12405,2025-03-26,Clothing,West,Q1,7.0,Consumer,10.86,76.02
ORD-12406,2025-12-31,Books,Mountain,Q4,1.0,Corporate,200.735,
ORD-12407,2025-07-13,Beauty,New England,Q3,13.0,Home Office,8.76,113.88
ORD-12408,2025-11-03,Beauty,Southeast,Q4,5.0,Corporate,10.89,54.45
ORD-12409,2025-11-07,Beauty,Northwest,Q4,14.0,Home Office,10.36,145.04
ORD-12410,2025-12-09,Electronics,Northeast,Q4,18.0,Consumer,144.25,2596.5
ORD-12411,2025-12-07,Electronics,Mid-Atlantic,Q4,7.0,Consumer,135.32999999999998,947.31
ORD-12412,2025-07-05,Home & Kitchen,Northeast,Q3,4.0,Corporate,32.32,129.28
ORD-12413,2025-05-10,Clothing,South,Q2,14.0,Consumer,12.99,181.86
ORD-12414,2025-06-09,Clothing,Southwest,Q2,4.0,Consumer,12.1,48.4
ORD-12415,2025-07-21,Sports,Southeast,Q3,10.0,Consumer,20.98,209.8
ORD-12416,2025-10-28,Electronics,Southwest,Q4,5.0,Consumer,160.19,800.95
ORD-12417,2025-01-03,Beauty,West,Q1,3.0,Consumer,10.86,32.58
ORD-12418,2025-10-23,Electronics,Northeast,Q4,6.0,Home Office,139.64999999999998,837.9
ORD-12419,2025-12-11,Electronics,South,Q4,9.0,Consumer,180.5,1624.5
ORD-12420,2025-10-19,Clothing,South,Q4,3.0,Consumer,14.55,43.65
ORD-12421,2025-12-14,Sports,Southeast,Q4,6.0,Consumer,26.96,161.76
ORD-12422,2025-05-20,Electronics,Southwest,Q2,7.0,Home Office,107.13000000000001,749.91
ORD-12423,2025-03-15,Home & Kitchen,,Q1,8.0,Corporate,37.53,300.24
ORD-12424,2025-02-27,Beauty,,Q1,14.0,Consumer,9.45,132.3
ORD-12425,2025-04-20,Electronics,West,Q2,,Consumer,139.61,1396.1
ORD-12426,2025-09-30,Home & Kitchen,West,Q3,8.0,Corporate,31.799999999999997,254.4
ORD-12427,2025-12-11,Books,Mountain,Q4,5.0,Consumer,5.25,26.25
ORD-12428,2025-12-22,Home & Kitchen,Northwest,Q4,6.0,Home Office,32.16,192.96
ORD-12429,2025-08-22,Electronics,Northeast,Q3,1.0,Corporate,153.38,153.38
ORD-12430,2025-03-26,Home & Kitchen,Southeast,Q1,18.0,Consumer,40.02,720.36
ORD-12431,2025-03-23,Home & Kitchen,Southwest,Q1,1.0,Home Office,200.735,
ORD-12432,2025-01-09,Electronics,Southeast,Q1,14.0,Consumer,172.81,2419.34
ORD-12433,2025-04-04,,South,Q2,2.0,Consumer,127.28999999999999,254.58
ORD-12434,2025-08-10,Electronics,New England,Q3,1.0,Consumer,145.03,145.03
ORD-12435,2025-01-25,Electronics,,Q1,10.0,Corporate,114.96,1149.6
ORD-12436,2025-05-04,Clothing,West,Q2,5.0,Consumer,15.209999999999999,76.05
ORD-12437,2025-03-14,Home & Kitchen,,Q1,11.0,Consumer,31.77,349.47
ORD-12438,2025-07-09,Clothing,Northwest,Q3,15.0,Consumer,13.0,195.0
ORD-12439,2025-06-21,Sports,Mountain,Q2,11.0,Home Office,20.95,230.45
ORD-12440,2025-09-13,Home & Kitchen,South,Q3,2.0,Consumer,46.78,93.56
ORD-12441,2025-04-13,Sports,Southwest,Q2,20.0,Consumer,19.79,395.8
ORD-12442,2025-10-09,Home & Kitchen,Northeast,Q4,18.0,Corporate,31.67,570.06
ORD-12443,2025-03-21,,Mid-Atlantic,Q1,16.0,Corporate,109.46,1751.36
ORD-12444,2025-07-04,Home & Kitchen,Mid-Atlantic,Q3,7.0,Home Office,31.32,219.24
ORD-12445,2025-11-03,Sports,Southeast,Q4,1.0,Consumer,28.290000000000003,28.29
ORD-12446,2025-07-07,,Southwest,Q3,2.0,Home Office,156.18,312.36
ORD-12447,2025-10-15,Electronics,Southwest,Q4,6.0,Consumer,131.26000000000002,787.56
ORD-12448,2025-05-08,Clothing,South,Q2,8.0,Consumer,11.98,95.84
ORD-12449,2025-06-14,Clothing,West,Q2,3.0,Home Office,16.76,50.28
ORD-12450,2025-02-21,Clothing,South,Q1,4.0,Corporate,13.74,54.96
ORD-12451,2025-09-19,Electronics,Mid-Atlantic,Q3,3.0,Corporate,149.57000000000002,448.71
ORD-12452,2025-06-22,Clothing,Southeast,Q2,17.0,Home Office,13.95,237.15
ORD-12453,2025-01-07,Beauty,West,Q1,1.0,Corporate,9.4,9.4
ORD-12454,2025-08-14,Clothing,West,Q3,13.0,Consumer,14.98,194.74
ORD-12455,2025-08-28,Beauty,Southwest,Q3,6.0,Home Office,9.15,54.9
ORD-12456,2025-01-21,Home & Kitchen,Northwest,Q1,1.0,Consumer,34.53,34.53
ORD-12457,2025-07-28,Home & Kitchen,,Q3,17.0,Corporate,39.7,674.9
ORD-12458,2025-07-03,,Mountain,Q3,19.0,Consumer,183.72,3490.68
ORD-12459,2025-01-14,Home & Kitchen,Northeast,Q1,14.0,Consumer,33.76,472.64
ORD-12460,2025-04-02,Electronics,Northeast,Q2,,Corporate,135.97,1359.7
ORD-12461,2025-10-29,Clothing,New England,Q4,17.0,Consumer,14.37,244.29
ORD-12462,2025-07-18,Home & Kitchen,,Q3,4.0,Corporate,37.480000000000004,149.92
ORD-12463,2025-05-07,Electronics,Northeast,Q2,18.0,Home Office,113.32,2039.76
ORD-12464,2025-05-15,Clothing,Southwest,Q2,11.0,Consumer,10.75,118.25
ORD-12465,2025-08-14,Electronics,West,Q3,5.0,Corporate,131.19,655.95
ORD-12466,2025-10-24,Electronics,Southeast,Q4,2.0,Corporate,143.59,287.18
ORD-12467,2025-08-15,Clothing,West,Q3,17.0,Corporate,13.59,231.03
ORD-12468,2025-01-12,Books,Southwest,Q1,1.0,Corporate,4.65,4.65
ORD-12469,2025-05-23,Clothing,Northwest,Q2,20.0,Consumer,12.6,252.0
ORD-12470,2025-11-14,Home & Kitchen,New England,Q4,9.0,Consumer,45.32,407.88
ORD-12471,2025-02-01,Beauty,New England,Q1,6.0,Consumer,8.19,49.14
ORD-12472,2025-10-18,Beauty,Mountain,Q4,9.0,Consumer,8.29,74.61
ORD-12473,2025-10-13,Books,Northwest,Q4,19.0,Corporate,6.11,116.09
ORD-12474,2025-01-04,Sports,Mid-Atlantic,Q1,16.0,Consumer,21.68,346.88
ORD-12475,2025-10-23,Sports,Northeast,Q4,19.0,Home Office,22.0,418.0
ORD-12476,2025-06-01,Books,Northeast,Q2,14.0,Corporate,5.42,75.88
ORD-12477,2025-11-23,Electronics,Northeast,Q4,16.0,Consumer,134.76,2156.16
ORD-12478,2025-06-13,Home & Kitchen,Midwest,Q2,14.0,Consumer,35.58,498.12
ORD-12479,2025-05-25,Sports,Midwest,Q2,4.0,Corporate,24.85,99.4
ORD-12480,2025-09-07,Home & Kitchen,Southwest,Q3,13.0,Corporate,33.26,432.38
ORD-12481,2025-11-09,Books,Northeast,Q4,13.0,Home Office,6.4,83.2
ORD-12482,2025-01-14,Electronics,Mountain,Q1,11.0,Consumer,138.28,1521.08
ORD-12483,2025-07-28,Clothing,Southwest,Q3,1.0,Consumer,200.735,
ORD-12484,2025-03-13,Books,,Q1,7.0,Home Office,5.46,38.22
ORD-12485,2025-06-19,Clothing,South,Q2,20.0,Consumer,13.48,269.6
ORD-12486,2025-06-10,Beauty,Mid-Atlantic,Q2,14.0,Corporate,10.29,144.06
ORD-12487,2025-06-06,Electronics,Mid-Atlantic,Q2,2.0,Consumer,128.46,256.92
ORD-12488,2025-04-29,Beauty,Mid-Atlantic,Q2,20.0,Corporate,9.94,198.8
ORD-12489,2025-03-02,Books,Southeast,Q1,1.0,Consumer,7.11,7.11
ORD-12490,2025-03-09,Clothing,Northeast,Q1,2.0,Corporate,15.49,30.98
ORD-12491,2025-01-09,Electronics,South,Q1,18.0,Corporate,170.03,3060.54
ORD-12492,2025-04-17,Electronics,Southeast,Q2,18.0,Home Office,127.99,2303.82
ORD-12493,2025-11-18,Sports,West,Q4,12.0,Consumer,27.87,334.44
ORD-12494,2025-03-04,Beauty,Midwest,Q1,13.0,Consumer,10.33,134.29
ORD-12495,2025-12-23,Electronics,Northeast,Q4,14.0,Consumer,138.71,1941.94
ORD-12496,2025-12-17,Electronics,Southwest,Q4,19.0,Home Office,150.46,2858.74
ORD-12497,2025-08-15,Sports,Southeast,Q3,2.0,Corporate,23.279999999999998,46.56
ORD-12498,2025-07-13,Sports,Mid-Atlantic,Q3,4.0,Corporate,24.83,99.32
ORD-12499,2025-11-14,Electronics,,Q4,18.0,Consumer,148.18,2667.24
ORD-12500,2025-02-22,Clothing,Southeast,Q1,8.0,Consumer,17.04,136.32
ORD-12501,2025-07-17,Sports,Northwest,Q3,18.0,Consumer,31.36,564.48
ORD-12502,2025-08-16,Home & Kitchen,Mountain,Q3,17.0,Consumer,47.24,803.08
ORD-12503,2025-08-31,Books,West,Q3,13.0,Corporate,6.56,85.28
ORD-12504,2025-11-19,Home & Kitchen,Mid-Atlantic,Q4,9.0,Consumer,35.129999999999995,316.17
ORD-12505,2025-02-12,Beauty,Southwest,Q1,12.0,Corporate,9.62,115.44
ORD-12506,2025-09-06,Home & Kitchen,Southwest,Q3,4.0,Home Office,35.28,141.12
ORD-12507,2025-09-22,Books,Northeast,Q3,13.0,Home Office,6.12,79.56
ORD-12508,2025-06-14,Clothing,South,Q2,5.0,Corporate,12.97,64.85
ORD-12509,2025-06-25,Electronics,Northeast,Q2,,Consumer,147.87,1478.7
ORD-12510,2025-09-10,Clothing,Northwest,Q3,18.0,Corporate,15.85,285.3
ORD-12511,2025-10-28,Sports,West,Q4,17.0,Consumer,22.23,377.91
ORD-12512,2025-08-14,Home & Kitchen,West,Q3,13.0,Consumer,34.31,446.03
ORD-12513,2025-11-10,Clothing,South,Q4,16.0,Corporate,14.57,233.12
ORD-12514,2025-05-06,Home & Kitchen,Midwest,Q2,16.0,Home Office,34.61,553.76
ORD-12515,2025-03-25,Electronics,South,Q1,2.0,Consumer,168.5,337.0
ORD-12516,2025-02-02,Electronics,Mid-Atlantic,Q1,4.0,Consumer,136.71,546.84
ORD-12517,2025-01-25,Clothing,Mountain,Q1,3.0,Corporate,13.92,41.76
ORD-12518,2025-04-19,Home & Kitchen,Northwest,Q2,18.0,Consumer,41.23,742.14
ORD-12519,2025-05-17,Beauty,,Q2,13.0,Corporate,13.22,171.86
ORD-12520,2025-12-24,Sports,New England,Q4,6.0,Consumer,27.04,162.24
ORD-12521,2025-11-02,Books,Northwest,Q4,12.0,Consumer,6.61,79.32
ORD-12522,2025-03-08,Clothing,Southwest,Q1,20.0,Corporate,11.15,223.0
ORD-12523,2025-01-14,Beauty,South,Q1,16.0,Home Office,9.31,148.96
ORD-12524,2025-06-18,Electronics,Southeast,Q2,8.0,Corporate,125.55,1004.4
ORD-12525,2025-08-02,Electronics,Mid-Atlantic,Q3,9.0,Home Office,150.03,1350.27
ORD-12526,2025-02-11,Electronics,South,Q1,11.0,Consumer,155.27,1707.97
ORD-12527,2025-03-27,Clothing,South,Q1,7.0,Home Office,16.25,113.75
ORD-12528,2025-12-04,Electronics,South,Q4,16.0,Consumer,178.38,2854.08
ORD-12529,2025-11-16,Clothing,West,Q4,11.0,Home Office,11.14,122.54
ORD-12530,2025-02-04,Beauty,,Q1,18.0,Consumer,8.74,157.32
ORD-12531,2025-06-23,Clothing,West,Q2,7.0,Consumer,13.57,94.99
ORD-12532,2025-05-02,Home & Kitchen,Southwest,Q2,20.0,Consumer,34.94,698.8
ORD-12533,2025-11-24,Clothing,Mid-Atlantic,Q4,7.0,Corporate,17.080000000000002,119.56
ORD-12534,2025-08-23,Electronics,New England,Q3,15.0,Consumer,130.49,1957.35
ORD-12535,2025-03-17,Electronics,New England,Q1,14.0,Home Office,136.51,1911.14
ORD-12536,2025-11-20,Electronics,Northwest,Q4,14.0,Consumer,140.58,1968.12
ORD-12537,2025-06-19,Electronics,South,Q2,,Consumer,115.66,1156.6
ORD-12538,2025-05-29,Home & Kitchen,West,Q2,,Consumer,47.55,475.5
ORD-12539,2025-06-11,Sports,South,Q2,9.0,Consumer,21.419999999999998,192.78
ORD-12540,2025-07-14,Clothing,West,Q3,1.0,Corporate,200.735,
ORD-12541,2025-04-18,Clothing,New England,Q2,5.0,Corporate,13.61,68.05
ORD-12542,2025-05-25,Sports,Midwest,Q2,4.0,Home Office,25.79,103.16
ORD-12543,2025-05-26,Electronics,Southeast,Q2,14.0,Consumer,141.28,1977.92
ORD-12544,2025-02-18,Electronics,Midwest,Q1,9.0,Home Office,157.29,1415.61
ORD-12545,2025-11-29,Home & Kitchen,Northwest,Q4,,Consumer,39.03,390.3
ORD-12546,2025-02-22,Beauty,Mountain,Q1,1.0,Home Office,11.22,11.22
ORD-12547,2025-03-12,Home & Kitchen,Southeast,Q1,2.0,Consumer,39.73,79.46
ORD-12548,2025-07-06,Beauty,Midwest,Q3,15.0,Corporate,8.46,126.9
ORD-12549,2025-12-09,Electronics,Northeast,Q4,13.0,Corporate,143.78,1869.14
ORD-12550,2025-12-25,Clothing,New England,Q4,5.0,Consumer,13.13,65.65
ORD-12551,2025-07-08,Electronics,Mountain,Q3,5.0,Consumer,176.10999999999999,880.55
ORD-12552,2025-01-15,Beauty,Mid-Atlantic,Q1,14.0,Corporate,8.04,112.56
ORD-12553,2025-10-26,Sports,Mid-Atlantic,Q4,17.0,Consumer,27.26,463.42
ORD-12554,2025-08-08,Clothing,Northwest,Q3,12.0,Corporate,15.7,188.4
ORD-12555,2025-04-03,Electronics,South,Q2,4.0,Corporate,128.44,513.76
ORD-12556,2025-11-26,Clothing,Southeast,Q4,3.0,Corporate,13.44,40.32
ORD-12557,2025-01-10,Electronics,Mid-Atlantic,Q1,4.0,Home Office,122.82,491.28
ORD-12558,2025-10-03,Clothing,Southeast,Q4,18.0,Consumer,11.9,214.2
ORD-12559,2025-11-15,Home & Kitchen,South,Q4,2.0,Consumer,46.2,92.4
ORD-12560,2025-07-22,Books,Mid-Atlantic,Q3,1.0,Consumer,200.735,
ORD-12561,2025-12-06,Clothing,West,Q4,17.0,Corporate,10.83,184.11
ORD-12562,2025-12-04,Electronics,Northeast,Q4,11.0,Home Office,113.96000000000001,1253.56
ORD-12563,2025-01-19,Electronics,Mid-Atlantic,Q1,7.0,Home Office,116.29,814.03
ORD-12564,2025-06-01,Electronics,Northeast,Q2,3.0,Home Office,111.25,333.75
ORD-12565,2025-02-26,Electronics,Southwest,Q1,8.0,Home Office,114.89,919.12
ORD-12566,2025-06-27,Beauty,Southwest,Q2,1.0,Home Office,8.41,8.41
ORD-12567,2025-12-15,Electronics,West,Q4,9.0,Consumer,124.49,1120.41
ORD-12568,2025-04-13,Books,Northwest,Q2,14.0,Home Office,6.65,93.1
ORD-12569,2025-04-16,Home & Kitchen,Southeast,Q2,5.0,Corporate,33.22,166.1
ORD-12570,2025-07-16,Home & Kitchen,Southwest,Q3,12.0,Consumer,42.65,511.8
ORD-12571,2025-11-21,Clothing,Northwest,Q4,3.0,Consumer,15.799999999999999,47.4
ORD-12572,2025-03-25,Beauty,Northeast,Q1,9.0,Consumer,13.07,117.63
ORD-12573,2025-05-11,Home & Kitchen,West,Q2,19.0,Corporate,40.3,765.7
ORD-12574,2025-02-17,Clothing,Mid-Atlantic,Q1,1.0,Corporate,200.735,
ORD-12575,2025-09-29,Clothing,,Q3,12.0,Consumer,14.86,178.32
ORD-12576,2025-02-08,Books,Mountain,Q1,6.0,Corporate,6.19,37.14
ORD-12577,2025-07-13,Clothing,New England,Q3,8.0,Consumer,14.19,113.52
ORD-12578,2025-04-04,Clothing,West,Q2,5.0,Home Office,16.96,84.8
ORD-12579,2025-02-12,Clothing,West,Q1,11.0,Corporate,12.65,139.15
ORD-12580,2025-12-20,Electronics,West,Q4,1.0,Home Office,139.99,139.99
ORD-12581,2025-03-29,,West,Q1,14.0,Consumer,117.68,1647.52
ORD-12582,2025-05-16,Electronics,Southwest,Q2,17.0,Home Office,110.58,1879.86
ORD-12583,2025-02-16,Beauty,Southeast,Q1,3.0,Consumer,12.97,38.91
ORD-12584,2025-09-24,Clothing,Mid-Atlantic,Q3,16.0,Consumer,14.19,227.04
ORD-12585,2025-09-30,Sports,South,Q3,9.0,Consumer,35.55,319.95
ORD-12586,2025-05-23,Beauty,Northeast,Q2,1.0,Corporate,200.735,
ORD-12587,2025-01-25,Electronics,West,Q1,1.0,Home Office,200.735,
ORD-12588,2025-05-11,Home & Kitchen,Mid-Atlantic,Q2,19.0,Corporate,39.69,754.11
ORD-12589,2025-07-03,Beauty,Mountain,Q3,15.0,Home Office,13.16,197.4
ORD-12590,2025-12-16,Beauty,Northeast,Q4,5.0,Consumer,10.049999999999999,50.25
ORD-12591,2025-07-13,Home & Kitchen,Southwest,Q3,2.0,Consumer,40.03,80.06
ORD-12592,2025-07-18,Beauty,Southeast,Q3,7.0,Corporate,9.18,64.26
ORD-12593,2025-02-06,Electronics,Northwest,Q1,6.0,Consumer,111.2,667.2
ORD-12594,2025-05-13,Beauty,Mid-Atlantic,Q2,16.0,Home Office,10.75,172.0
ORD-12595,2025-02-03,Clothing,Northeast,Q1,17.0,Corporate,16.73,284.41
ORD-12596,2025-06-20,Home & Kitchen,,Q2,9.0,Consumer,46.41,417.69
ORD-12597,2025-02-24,Electronics,Northeast,Q1,7.0,Corporate,130.48999999999998,913.43
ORD-12598,2025-08-21,Sports,Southeast,Q3,6.0,Consumer,22.66,135.96
ORD-12599,2025-09-23,Home & Kitchen,Mountain,Q3,7.0,Consumer,41.19,288.33
ORD-12600,2025-11-05,Beauty,South,Q4,2.0,Corporate,12.19,24.38
ORD-12601,2025-02-23,Sports,South,Q1,15.0,Corporate,24.03,360.45
ORD-12602,2025-08-28,Sports,,Q3,20.0,Home Office,23.52,470.4
ORD-12603,2025-11-21,Beauty,Mid-Atlantic,Q4,20.0,Consumer,12.3,246.0
ORD-12604,2025-07-19,,Southeast,Q3,16.0,Corporate,122.32,1957.12
ORD-12605,2025-04-12,Sports,West,Q2,20.0,Consumer,33.13,662.6
ORD-12606,2025-04-11,Home & Kitchen,New England,Q2,7.0,Consumer,34.56,241.92
ORD-12607,2025-02-17,Home & Kitchen,Mid-Atlantic,Q1,6.0,Corporate,29.08,174.48
ORD-12608,2025-06-18,Books,,Q2,1.0,Consumer,8.11,8.11
ORD-12609,2025-10-16,,Southeast,Q4,10.0,Corporate,151.55,1515.5
ORD-12610,2025-03-12,Electronics,Northwest,Q1,16.0,Corporate,131.38,2102.08
ORD-12611,2025-02-16,Home & Kitchen,Southeast,Q1,9.0,Consumer,44.36,399.24
ORD-12612,2025-09-05,Beauty,Southwest,Q3,1.0,Consumer,11.51,11.51
ORD-12613,2025-10-31,Clothing,New England,Q4,5.0,Consumer,15.74,78.7
ORD-12614,2025-06-15,Beauty,Northwest,Q2,3.0,Home Office,9.23,27.69
ORD-12615,2025-07-08,Home & Kitchen,Northeast,Q3,17.0,Consumer,35.95,611.15
ORD-12616,2025-06-28,Home & Kitchen,Southwest,Q2,1.0,Consumer,31.46,31.46
ORD-12617,2025-03-02,Sports,Northwest,Q1,,Corporate,21.37,213.7
ORD-12618,2025-05-14,Electronics,South,Q2,5.0,Home Office,117.75999999999999,588.8
ORD-12619,2025-08-19,Beauty,Southeast,Q3,3.0,Home Office,8.91,26.73
ORD-12620,2025-11-04,Sports,Midwest,Q4,20.0,Consumer,26.74,534.8
ORD-12621,2025-03-17,Clothing,West,Q1,16.0,Consumer,12.32,197.12
ORD-12622,2025-08-30,Clothing,Southeast,Q3,8.0,Corporate,12.03,96.24
ORD-12623,2025-06-24,Electronics,Northwest,Q2,9.0,Home Office,124.38000000000001,1119.42
ORD-12624,2025-09-28,Sports,West,Q3,4.0,Consumer,23.27,93.08
ORD-12625,2025-02-24,Clothing,Southeast,Q1,16.0,Consumer,14.94,239.04
ORD-12626,2025-06-05,Clothing,Midwest,Q2,2.0,Consumer,12.22,24.44
ORD-12627,2025-10-14,Clothing,Midwest,Q4,17.0,Consumer,13.29,225.93
ORD-12628,2025-07-04,Home & Kitchen,South,Q3,4.0,Corporate,48.269999999999996,193.08
ORD-12629,2025-04-17,Beauty,Mid-Atlantic,Q2,3.0,Consumer,9.43,28.29
ORD-12630,2025-06-08,Beauty,West,Q2,16.0,Consumer,13.37,213.92
ORD-12631,2025-04-24,Clothing,Southwest,Q2,5.0,Consumer,10.15,50.75
ORD-12632,2025-05-19,Beauty,West,Q2,15.0,Consumer,11.07,166.05
ORD-12633,2025-11-24,Beauty,South,Q4,,Consumer,13.59,135.9
ORD-12634,2025-12-10,Clothing,Northwest,Q4,,Consumer,14.66,146.6
ORD-12635,2025-04-23,Electronics,South,Q2,15.0,Home Office,118.07,1771.05
ORD-12636,2025-06-20,Sports,West,Q2,16.0,Consumer,32.49,519.84
ORD-12637,2025-10-12,Beauty,Northeast,Q4,6.0,Corporate,8.7,52.2
ORD-12638,2025-04-11,Beauty,West,Q2,3.0,Home Office,11.89,35.67
ORD-12639,2025-09-13,Electronics,Mid-Atlantic,Q3,1.0,Consumer,126.96,126.96
ORD-12640,2025-01-29,Sports,Midwest,Q1,12.0,Consumer,27.67,332.04
ORD-12641,2025-12-01,Home & Kitchen,Mountain,Q4,14.0,Consumer,35.53,497.42
ORD-12642,2025-08-22,Sports,Northeast,Q3,13.0,Corporate,22.02,286.26
ORD-12643,2025-11-17,Books,South,Q4,1.0,Corporate,6.62,6.62
ORD-12644,2025-12-30,Books,Northeast,Q4,14.0,Consumer,6.02,84.28
ORD-12645,2025-03-27,Sports,West,Q1,16.0,Home Office,21.98,351.68
ORD-12646,2025-12-05,Electronics,Mid-Atlantic,Q4,12.0,Corporate,164.17,1970.04
ORD-12647,2025-11-17,Sports,Northwest,Q4,17.0,Consumer,23.11,392.87
ORD-12648,2025-05-29,Electronics,Mid-Atlantic,Q2,8.0,Corporate,149.67000000000002,1197.36
ORD-12649,2025-03-12,Sports,Mountain,Q1,2.0,Consumer,27.639999999999997,55.28
ORD-12650,2025-02-26,Clothing,West,Q1,20.0,Corporate,12.28,245.6
ORD-12651,2025-06-15,Home & Kitchen,Midwest,Q2,19.0,Consumer,32.88,624.72
ORD-12652,2025-04-03,Electronics,Mountain,Q2,10.0,Corporate,126.55,1265.5
ORD-12653,2025-09-19,Beauty,South,Q3,19.0,Consumer,12.28,233.32
ORD-12654,2025-02-01,,Southeast,Q1,4.0,Corporate,181.39,725.56
ORD-12655,2025-10-08,Clothing,South,Q4,4.0,Consumer,17.49,69.96
ORD-12656,2025-06-26,Sports,West,Q2,5.0,Corporate,29.740000000000002,148.7
ORD-12657,2025-01-30,Beauty,Northeast,Q1,17.0,Consumer,12.73,216.41
ORD-12658,2025-07-15,Electronics,Southeast,Q3,12.0,Consumer,126.37,1516.44
ORD-12659,2025-09-12,Clothing,Northeast,Q3,16.0,Consumer,11.29,180.64
ORD-12660,2025-02-24,Electronics,Southeast,Q1,1.0,Consumer,200.735,
ORD-12661,2025-05-08,Beauty,Northeast,Q2,1.0,Corporate,200.735,
ORD-12662,2025-01-15,Books,Mid-Atlantic,Q1,7.0,Home Office,5.01,35.07
ORD-12663,2025-10-30,Beauty,Northeast,Q4,19.0,Corporate,10.85,206.15
ORD-12664,2025-11-15,Electronics,Northeast,Q4,7.0,Home Office,146.23,1023.61
ORD-12665,2025-06-03,Clothing,Mid-Atlantic,Q2,7.0,Consumer,12.57,87.99
ORD-12666,2025-10-26,Books,Southeast,Q4,13.0,Consumer,5.36,69.68
ORD-12667,2025-12-17,Electronics,Southwest,Q4,6.0,Corporate,136.58,819.48
ORD-12668,2025-03-08,Home & Kitchen,Southwest,Q1,15.0,Home Office,31.71,475.65
ORD-12669,2025-11-05,Clothing,Southwest,Q4,7.0,Corporate,15.8,110.6
ORD-12670,2025-12-29,Beauty,Mid-Atlantic,Q4,20.0,Consumer,10.74,214.8
ORD-12671,2025-03-19,Sports,Mid-Atlantic,Q1,15.0,Consumer,26.69,400.35
ORD-12672,2025-01-31,Clothing,Mid-Atlantic,Q1,2.0,Consumer,10.72,21.44
ORD-12673,2025-03-19,Beauty,West,Q1,8.0,Consumer,10.82,86.56
ORD-12674,2025-02-09,Home & Kitchen,Mid-Atlantic,Q1,8.0,Corporate,30.31,242.48
ORD-12675,2025-12-13,Clothing,Southeast,Q4,1.0,Consumer,11.56,11.56
ORD-12676,2025-06-12,Clothing,,Q2,17.0,Home Office,13.46,228.82
ORD-12677,2025-11-15,Home & Kitchen,Northeast,Q4,13.0,Home Office,33.3,432.9
ORD-12678,2025-11-11,Electronics,West,Q4,12.0,Home Office,135.22,1622.64
ORD-12679,2025-07-18,Sports,Northwest,Q3,19.0,Home Office,30.33,576.27
ORD-12680,2025-08-05,Electronics,Mid-Atlantic,Q3,13.0,Consumer,134.11,1743.43
ORD-12681,2025-03-17,,Southwest,Q1,11.0,Home Office,114.19,1256.09
ORD-12682,2025-05-20,Clothing,New England,Q2,6.0,Consumer,14.77,88.62
ORD-12683,2025-08-30,Electronics,South,Q3,3.0,Home Office,159.37,478.11
ORD-12684,2025-02-09,Home & Kitchen,West,Q1,11.0,Consumer,32.32,355.52
ORD-12685,2025-01-03,Clothing,Mid-Atlantic,Q1,17.0,Consumer,12.11,205.87
ORD-12686,2025-12-21,Beauty,Southwest,Q4,7.0,Consumer,11.57,80.99
ORD-12687,2025-07-07,Books,Midwest,Q3,7.0,Consumer,4.96,34.72
ORD-12688,2025-05-01,Beauty,Mountain,Q2,13.0,Home Office,7.91,102.83
